+---------------+-----------------------------------------------------------------+--------------------------------------------------------------------------------------+
| ISBN          | bname                                                           | author                                                                               |
| 9787020069828 | 达·芬奇密码                                                     | [美]丹·布朗                                                                          |
| 9787539982830 | 无声告白                                                        | [美]伍绮诗                                                                           |
| 9787801093660 | 乌合之众                                                        | (法)古斯塔夫.勒庞                                                                    |
| 9787201094359 | 你今天真好看                                                    | [美]莉兹•克里莫                                                                      |
| 9787508633558 | 思考，快与慢                                                    | [美]丹尼尔·卡尼曼                                                                    |
| 9787300072487 | 影响力                                                          | [美]罗伯特·西奥迪尼                                                                  |
| 9787229040369 | 禅与摩托车维修艺术                                              | [美]罗伯特·M.波西格                                                                  |
| 9787020098392 | 刀背藏身                                                        | 徐皓峰                                                                               |
| 9787801705297 | 逝去的武林                                                      | 李仲轩口述/徐皓峰整理                                                                |
| 9787510045004 | 刀与星辰                                                        | 徐皓峰                                                                               |
| 9787115188120 | 写给大家看的设计书（第3版）                                     | [美]RobinWilliams                                                                    |
| 9787209041065 | 设计中的设计                                                    | [日]原研哉                                                                           |
| 9787563394180 | 设计中的设计|全本                                               | [日]原研哉                                                                           |
| 9787111171058 | 卓有成效的管理者（中英文双语典藏版）                            | [美]彼德·德鲁克                                                                      |
| 9787513300674 | 一朵桔梗花                                                      | [日]连城三纪彦                                                                       |
| 9787535439765 | 一句顶一万句                                                    | 刘震云                                                                               |
| 9787532763863 | 来自新世界（上下）                                              | [日]贵志祐介                                                                         |
| 9787513315340 | 余生皆假期                                                      | 伊坂幸太郎                                                                           |
| 9787532746156 | 巴黎的忧郁                                                      | [法]夏尔·波德莱尔                                                                    |
| 9787806991831 | 草叶集                                                          | (美)瓦尔特.惠特曼                                                                    |
| 9787536071933 | 新年问候                                                        | [俄]玛丽娜·茨维塔耶娃                                                                |
| 9787532742783 | 微暗的火                                                        | [美]弗拉基米尔·纳博科夫                                                              |
| 9787539931166 | 午夜之门                                                        | 北岛                                                                                 |
| 9787020017232 | 忏悔录                                                          | 卢梭                                                                                 |
| 9787020039623 | 浮士德                                                          | 歌德                                                                                 |
| 9787805150901 | 全球通史                                                        | [美]L.S.斯塔夫里阿诺斯                                                               |
| 9787563355242 | 哥伦比亚的倒影                                                  | 木心                                                                                 |
| 9787563320264 | 素履之往                                                        | 木心                                                                                 |
| 9787540461560 | 深夜食堂06                                                      | [日]安倍夜郎                                                                         |
| 9787540461577 | 深夜食堂07                                                      | [日]安倍夜郎                                                                         |
| 9787208062153 | 乡土中国                                                        | 费孝通                                                                               |
| 9787301150900 | 经济学原理                                                      | [美]N.格里高利·曼昆                                                                  |
| 9787801453648 | 悟空传                                                          | 今何在                                                                               |
| 9787544210966 | 活着                                                            | 余华                                                                                 |
| 9787020067107 | 天使与魔鬼                                                      | [美]丹·布朗                                                                          |
| 9787506287128 | 中国近代史                                                      | [美]徐中约                                                                           |
| 9787508632155 | 蒋勋说宋词                                                      | 蒋勋                                                                                 |
| 9787229050238 | 面纱                                                            | [英]W.萨默塞特·毛姆                                                                  |
| 9787200053975 | 泰戈尔诗集                                                      | [印]罗宾德拉纳特·泰戈尔                                                              |
| 9787506012904 | 兰波作品全集                                                    | 阿尔蒂尔・兰波                                                                       |
| 9787101052473 | 千秋一寸心                                                      | 周汝昌                                                                               |
| 9787108016768 | 宋诗选注                                                        | 钱钟书                                                                               |
| 9787020038848 | 荷马史诗·奥德赛                                                 | [古希腊]荷马                                                                         |
| 9787509002186 | 拜伦雪莱济慈抒情诗精选集                                        | G.G.拜伦/P.B.雪莱/J.济慈                                                             |
| 9787539931173 | 蓝房子                                                          | 北岛                                                                                 |
| 9787020038855 | 荷马史诗·伊利亚特                                               | [古希腊]荷马                                                                         |
| 9787500436966 | 二十首情诗与绝望的歌                                            | 聂鲁达                                                                               |
| 9787543448346 | 聂鲁达诗选                                                      | 聂鲁达                                                                               |
| 9787543447059 | 里尔克诗选                                                      | [奥]里尔克                                                                           |
| 9787563363223 | 我纷纷的情欲                                                    | 木心                                                                                 |
| 9787544222945 | 北岛诗歌集                                                      | 北岛                                                                                 |
| 9781594480003 | TheKiteRunner                                                   | KhaledHosseini/卡勒德·胡赛尼                                                         |
| 9787115226266 | 鸟哥的Linux私房菜                                               | 鸟哥                                                                                 |
| 9787506324809 | 草房子                                                          | 曹文轩                                                                               |
| 9787501602933 | 我亲爱的甜橙树                                                  | (巴西)若泽•毛罗•德瓦斯康塞洛斯                                                       |
| 9787540210830 | 热爱生命                                                        | (美)杰克·伦敦著                                                                      |
| 9787807001515 | 大唐狄公案                                                      | [荷兰]高罗佩                                                                         |
| 9787020051816 | 牡丹亭                                                          | （明）汤显祖著；徐朔方，杨笑杨校注                                                   |
| 9787508638119 | 众病之王                                                        | [美]悉达多·穆克吉                                                                    |
| 9787301011232 | 东晋门阀政治                                                    | 田余庆                                                                               |
| 9787020054305 | 斯·茨威格中短篇小说选                                           | 斯·茨威格                                                                            |
| 9787547011713 | 吉祥纹莲花楼终篇之青龙·白虎                                     | 藤萍                                                                                 |
| 9787563397655 | 孽子                                                            | 白先勇                                                                               |
| 9787221047311 | 罗杰・艾克罗伊德谋杀案                                          | 阿加莎・克里斯蒂                                                                     |
| 9787806570869 | 卡尔维诺文集（第五卷）                                          | [意大利]卡尔维诺                                                                     |
| 9780205309023 | TheElementsofStyle,FourthEdition                                | WilliamStrunkJr./E.B.White                                                           |
| 9780877798552 | Merriam-Webster'sVocabularyBuilder                              | MaryWoodCornog                                                                       |
| 9787508630397 | 罗马人的故事2                                                   | 盐野七生                                                                             |
| 9787801019561 | 所罗门王的指环                                                  | (奥)劳伦兹                                                                           |
| 9787532742288 | 玻璃球游戏                                                      | [德]赫尔曼·黑塞                                                                      |
| 9787532749096 | 加缪全集（小说卷）                                              | 加缪                                                                                 |
| 9787020084753 | 直捣蜂窝的女孩                                                  | [瑞典]斯蒂格·拉森                                                                    |
| 9787539135168 | 我想去看海                                                      | (法)克利斯提昂.约里波瓦/文/(法)克利斯提昂.艾利施/图                                  |
| 9789862130384 | 幾米創作10年精選                                                | 幾米                                                                                 |
| 9787539141930 | 永远永远爱你                                                    | 宫西达也                                                                             |
| 9787539130491 | 你真好                                                          | 宫西达也文/图                                                                        |
| 9787208053533 | 朋友刀刀                                                        | 慕容引刀                                                                             |
| 9787531205418 | 新编上下五千年(共12卷)                                          | 卢德平                                                                               |
| 9787532460205 | 白鹦鹉的森林                                                    | 安房直子                                                                             |
| 9787532460182 | 花香小镇                                                        | 安房直子                                                                             |
| 9787806799956 | 手绢上的花田                                                    | [日]安房直子著/[日]岩渊庆造绘                                                        |
| 9787541408045 | 郑渊洁童话全集(33卷)                                            | 郑渊洁                                                                               |
| 9789573318316 | 火盃的考驗                                                      | J.K.羅琳                                                                             |
| 9787219052884 | 香初上舞·终上                                                   | 藤萍                                                                                 |
| 9787219052877 | 香初上舞·再上                                                   | 藤萍                                                                                 |
| 9787806573990 | 魔戒（第三部）                                                  | [英国]托尔金                                                                         |
| 9787119061207 | 美语音标                                                        | 赖世雄                                                                               |
| 9789571028668 | 十二國記：月之影·影之海（下）                                   | 小野不由美                                                                           |
| 9789571028651 | 十二國記：月之影·影之海（上）                                   | 小野不由美                                                                           |
| 9787505413689 | 狼群1                                                           | 刺血                                                                                 |
| 9789571306032 | 機器娃娃(1)                                                     | 鳥山明                                                                               |
| 9787208072862 | 庄子諵譁（下）                                                  | 南怀瑾                                                                               |
| 9787538609035 | 机器猫哆啦A梦1                                                  | [日]藤子·F.不二雄                                                                    |
| 9787508031811 | 柏拉图的《会饮》                                                | 柏拉图                                                                               |
| 9787806249413 | 基地前传2·迈向基地（上下）                                      | （美）艾萨克·阿西莫夫                                                                |
| 9789867480767 | 棋王.樹王.孩子王                                                | 阿城                                                                                 |
| 9787301106631 | 经济学原理（第4版）                                             | [美]曼昆                                                                             |
| 9787537927130 | 史努比黄金50年                                                  | [美]查尔斯·舒尔茨                                                                    |
| 9789573453628 | MONSTER-怪物-02                                                 | 浦沢直樹                                                                             |
| 9789861155272 | 20世紀少年18                                                    | 浦沢直樹                                                                             |
| 9787506335898 | 脂砚斋重评石头记庚辰校本                                        | 曹雪芹著脂砚斋评/邓遂夫校订                                                          |
| 9784872338553 | Ｊの総て　１                                                    | 中村明日美子                                                                         |
| 9787108045157 | 恩宠与勇气：超越死亡                                            | [美]肯•威尔伯                                                                        |
| 9787544703147 | 局外人鼠疫                                                      | [法国]阿尔贝·加缪                                                                    |
| 9787208088351 | 络新妇之理（下）                                                | [日]京极夏彦                                                                         |
| 9787101013955 | 陶渊明集                                                        | 逯钦立校注                                                                           |
| 9780375911743 | Flipped                                                         | WendelinVanDraanen                                                                   |
| 9789861140667 | 萤火之森                                                        | 绿川幸                                                                               |
| 9787805957128 | HunterXHunter                                                   | 富坚义博/YoshihiroTogashi                                                            |
| 9787802250895 | HappyBirthDay                                                   | 阿信                                                                                 |
| 9789573498544 | 20世紀少年01                                                    | 浦沢直樹                                                                             |
| 9789573453611 | MONSTER-怪物-01                                                 | 浦沢直樹                                                                             |
| 9787806991909 | 恐怖宠物店1                                                     | 秋乃茉莉/李英凤                                                                      |
| 9787806647424 | 灌篮高手1                                                       | 邓捷                                                                                 |
| 9787531829744 | 踮脚张望2                                                       | 寂地/阿梗                                                                            |
| 9789573463542 | 思考少年1                                                       | 藤原薰                                                                               |
| 9787530208526 | 银河英雄传说VOL.1黎明篇                                         | [日]田中芳树                                                                         |
| 9787530208564 | 银河英雄传说VOL.2野望篇                                         | （日）田中芳树                                                                       |
| 9787530208663 | 银河英雄传说VOL.3雌伏篇                                         | [日]田中芳树著/[日]道原克巳插图                                                      |
| 9787530208861 | 银河英雄传说VOL.6飞翔篇                                         | [日]田中芳树                                                                         |
| 9787530208748 | 银河英雄传说VOL.4：策谋篇                                       | (日)田中芳树                                                                         |
| 9787530208908 | 银河英雄传说VOL.7怒涛篇                                         | [日]田中芳树著/[日]道原克巳插图                                                      |
| 9787530208946 | 银河英雄传说VOL.9回天篇                                         | [日]田中芳树                                                                         |
| 9787530208953 | 银河英雄传说VOL.10落日篇                                        | [日]田中芳树                                                                         |
| 9787530208625 | 银河英雄传说VOL.5风云篇                                         | [日]田中芳树                                                                         |
| 9787530208939 | 银河英雄传说VOL.8乱离篇                                         | [日]田中芳树                                                                         |
| 9789629535414 | 浪客行1                                                         | 井上雄彥                                                                             |
| 9787115147318 | UNIX环境高级编程                                                | W.RichardStevens/StephenA.Rago                                                       |
| 9787560924182 | 深度探索C++对象模型                                             | [美]StanleyB.Lippman                                                                 |
| 9787539954349 | 银河帝国4：基地前奏                                             | [美]艾萨克·阿西莫夫                                                                  |
| 9787010041155 | 资本论（第一卷）                                                | 马克思                                                                               |
| 9784048541909 | 世界一初恋~小野寺律の場合~                                      | 中村春菊                                                                             |
| 9784592117551 | ノアの宇宙船―清水玲子傑作集                                     | 清水玲子                                                                             |
| 9789861033204 | 爆漫王。(01)                                                    | 原作：大場鶫/漫畫：小畑健                                                            |
| 9787533653590 | 小兔彼得和他的朋友们（全3册）                                   | 【英】毕翠克丝•波特                                                                  |
| 9787702221513 | 昨日的美食01                                                    | 吉永史                                                                               |
| 9787537163781 | 课时达标练与测:数学(1年级)(下)(配北师)                          | 黎启阳                                                                               |
| 9784883863365 | 美しいこと上                                                    | 木原音瀬                                                                             |
| 9787532460229 | 黄昏海的故事                                                    | 安房直子                                                                             |
| 9789572553596 | H2好逑雙物語32                                                  | 安達充                                                                               |
| 9787540541651 | 超合金社团5                                                     | Ling/风息神泪                                                                        |
| 9784091874313 | PLUTO001                                                        | 手塚治虫/浦泽直树/长崎尚志                                                           |
| 9784063289701 | バガボンド(20)                                                  | 井上雄彦(著)/吉川英治(原著)                                                          |
| 9789625856575 | 篮球飞人                                                        | 井上雄彥                                                                             |
| 9784088460611 | 君に届け1                                                       | 椎名軽穂                                                                             |
| 9784063142556 | 蟲師(1)アフタヌーンKC(255)                                      | 漆原友紀                                                                             |
| 9787533819477 | 中国少年儿童百科全书                                            | ZhejiangEducationPublishingHouse                                                     |
| 9787213057311 | 乱时候，穷时候                                                  | 姜淑梅                                                                               |
| 9787507421774 | 万物有灵且美                                                    | [英]吉米·哈利                                                                        |
| 9787544274050 | 大萝卜和难挑的鳄梨                                              | (日)村上春树                                                                         |
| 9787214090065 | 只有医生知道!                                                   | 张羽                                                                                 |
| 9780553573404 | AGameofThrones                                                  | GeorgeR.R.Martin                                                                     |
| 9789888012046 | 3月的獅子(01)                                                   | 羽海野千花                                                                           |
| 9787544727709 | 精灵宝钻                                                        | (英)J.R.R.托尔金著/克里斯托弗·托尔金编                                               |
| 9787544701990 | 美国讲稿                                                        | [意大利]伊塔洛·卡尔维诺                                                              |
| 9789577123541 | 銀河鐵道999（1）                                                | 松本零士                                                                             |
| 9784083601170 | Fate/ZeroVol.1[第四次圣杯战争秘话]                              | 虚渊玄                                                                               |
| 9787560013497 | 新概念英语（4）                                                 | （英）亚历山大（Alexander,L.G.)/何其莘                                               |
| 9780451526342 | AnimalFarm                                                      | GeorgeOrwell                                                                         |
| 9780131103627 | TheCProgrammingLanguage                                         | BrianW.Kernighan/DennisM.Ritchie                                                     |
| 9787535438782 | 大江东去（共三部）                                              | 阿耐                                                                                 |
| 9787108030108 | 隔江山色                                                        | [美]高居翰                                                                           |
| 9787532144877 | 羊道·前山夏牧场                                                 | 李娟                                                                                 |
| 9787801146274 | 英语魔法师之语法俱乐部                                          | 旋元佑                                                                               |
| 9787532752737 | 天人五衰                                                        | (日)三岛由纪夫                                                                       |
| 9789888012695 | 北極熊café                                                      | 比嘉Aloha                                                                            |
| 9787805953779 | 天堂之吻                                                        | 矢泽爱                                                                               |
| 9784063761597 | 外天楼                                                          | 石黒正数                                                                             |
| 9789571358215 | 沒有色彩的多崎作和他的巡禮之年                                  | 村上春樹                                                                             |
| 9787208112025 | 地球上最后的夜晚                                                | [智利]罗贝托·波拉尼奥                                                                |
| 9787549235339 | 无心法师第一卷                                                  | 尼罗                                                                                 |
| 9787540470906 | 月都花落，沧海花开                                              | 君子以泽                                                                             |
| 9787807695912 | 死亡通知单·暗黑者                                               | 周浩晖                                                                               |
| 9787549515691 | 直到长出青苔                                                    | 杉本博司                                                                             |
| 9787108027207 | 写给大家的中国美术史                                            | 蒋勋                                                                                 |
| 9787544236973 | 空谷幽兰                                                        | [美]比尔·波特著/[美]史蒂芬·R·约翰逊摄                                                |
| 9787532744107 | 论摄影                                                          | [美]苏珊·桑塔格                                                                      |
| 9787544700993 | 为什么读经典                                                    | [意大利]伊塔洛·卡尔维诺                                                              |
| 9787108016850 | 人·兽·鬼                                                        | 钱锺书                                                                               |
| 9787563391264 | 汉字书法之美                                                    | 蒋勋                                                                                 |
| 9787506312820 | 昆虫记                                                          | J.H.法布尔                                                                           |
| 9787530211106 | 雨季不再来                                                      | 三毛                                                                                 |
| 9787549509140 | 树犹如此                                                        | 白先勇                                                                               |
| 9787108034571 | 干校六记                                                        | 杨绛                                                                                 |
| 9787532539291 | 阅微草堂笔记                                                    | 纪昀                                                                                 |
| 9787205047702 | 写在人生边上                                                    | 钱锺书                                                                               |
| 9787550213821 | 挺住，意味着一切                                                | 赵星                                                                                 |
| 9787549544004 | 站在两个世界的边缘                                              | 程浩（伯爵在城堡）                                                                   |
| 9787563397631 | 纽约客                                                          | 白先勇                                                                               |
| 9787562463528 | 东京日和                                                        | [日]荒木经惟/[日]荒木阳子                                                            |
| 9787108034557 | 野火集                                                          | 龙应台                                                                               |
| 9787218087351 | 身边的江湖                                                      | 野夫                                                                                 |
| 9787213047756 | 王二的经济学故事                                                | 郭凯                                                                                 |
| 9787532739684 | 一千零一夜                                                      | 民间故事                                                                             |
| 9787544257114 | 模仿犯BOOK1                                                     | 宫部美雪                                                                             |
| 9785426812383 | 大劈棺                                                          | 陈小菜                                                                               |
| 9787540453589 | 好想回到小时候                                                  | 丁一晨                                                                               |
| 9787807296959 | 呼兰河传                                                        | 萧红                                                                                 |
| 9787544731225 | 寂寞的频率                                                      | (日)乙一                                                                             |
| 9787539963402 | 匆匆那年                                                        | 九夜茴                                                                               |
| 9787530467558 | 囚徒健身                                                        | 保罗·威德                                                                            |
| 9787550009899 | 他来了，请闭眼                                                  | 丁墨                                                                                 |
| 9787540465995 | 暗恋·橘生淮南                                                   | 八月长安                                                                             |
| 9787540456115 | 浮生若梦1                                                       | 缪娟                                                                                 |
| 9787535458667 | 乡村教师                                                        | 刘慈欣                                                                               |
| 9789868826748 | 深夜食堂08                                                      | 安倍夜郎                                                                             |
| 9787539965956 | 只有医生知道！2                                                 | 张羽                                                                                 |
| 9787506366847 | 蛙                                                              | 莫言                                                                                 |
| 9787530214114 | 在不安的世界安静的活                                            | 王欣                                                                                 |
| 9787208111820 | 有顶天家族                                                      | [日]森见登美彦                                                                       |
| 9787549223220 | 龙族Ⅲ                                                           | 江南                                                                                 |
| 9789573330127 | 解憂雜貨店                                                      | 東野圭吾                                                                             |
| 9787532760800 | 秒速五厘米                                                      | [日]新海诚                                                                           |
| 9787513312295 | 艾比斯之梦                                                      | [日]山本弘                                                                           |
| 9787550008496 | 纸牌屋                                                          | 迈克尔·道布斯                                                                        |
| 9787544259422 | 了不起的盖茨比                                                  | 斯科特•菲茨杰拉德(FrancisScottFitzgerald)                                            |
| 9787535468635 | 沙海2                                                           | 南派三叔                                                                             |
| 9787544725378 | GOTH断掌事件                                                    | (日)乙一                                                                             |
| 9787119083292 | 把你的英语用起来！                                              | 伍君仪/刘晓光                                                                        |
| 9787802444621 | 那些年，我们一起追的女孩                                        | 九把刀                                                                               |
| 9787540460075 | 长相思                                                          | 桐华                                                                                 |
| 9787229049270 | 冰与火之歌·卷二·列王的纷争（全三册）                            | [美]乔治·R.R.马丁/GeorgeR.R.Martin                                                   |
| 9787208115132 | 群山回唱                                                        | [美]卡勒德·胡赛尼                                                                    |
| 9787229058883 | 冰与火之歌·卷五·魔龙的狂舞（全三册）                            | [美]乔治·R.R.马丁                                                                    |
| 9787802283435 | 魅生·妖颜卷                                                     | 楚惜刀                                                                               |
| 9787550006850 | 思念成城                                                        | 君子以泽（天籁纸鸢）                                                                 |
| 9787540453060 | 暗恋                                                            | 八月长安                                                                             |
| 9787540449070 | 三生三世枕上书·终篇                                             | 唐七公子                                                                             |
| 9787503939297 | 私语书                                                          | 黎戈                                                                                 |
| 9787544731218 | 只有你听到CallingYou                                            | (日)乙一                                                                             |
| 9787551108720 | 骄阳似我                                                        | 顾漫                                                                                 |
| 9787532438471 | 女生贾梅全传                                                    | 秦文君                                                                               |
| 9787214078919 | 三国机密（上）                                                  | 马伯庸                                                                               |
| 9787229050979 | 冰与火之歌·卷三·冰雨的风暴（全三册）                            | [美]乔治·R.R.马丁                                                                    |
| 9787508634098 | 柔软                                                            | 廖一梅                                                                               |
| 9787540462147 | 长相思2                                                         | 桐华                                                                                 |
| 9787540457716 | 三生三世十里桃花                                                | 唐七公子                                                                             |
| 9784047286337 | 坂本ですが?1                                                    | 佐野菜見                                                                             |
| 9787535462060 | 妩媚航班                                                        | 笛安                                                                                 |
| 9787208111028 | 霍比特人                                                        | [英]J.R.R.托尔金                                                                     |
| 9787532142750 | 丰乳肥臀                                                        | 莫言                                                                                 |
| 9787802366114 | 家庭日记                                                        | [日]森友治                                                                           |
| 9787543633650 | 心                                                              | 夏目漱石                                                                             |
| 9780747573395 | TheKiteRunner                                                   | KhaledHosseini                                                                       |
| 9787539976327 | 所罗门的伪证                                                    | 宫部美雪                                                                             |
| 9787805672397 | 茶花女                                                          | （法）小仲马                                                                         |
| 9787530209226 | 四世同堂                                                        | 老舍                                                                                 |
| 9787561347232 | 沉默的大多数                                                    | 王小波                                                                               |
